ticker,Cotacao,P/L,P/VP,PSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBIT,EV/EBITDA,Mrg.Ebit,Mrg.Liq.,Liq.Corr.,ROIC,ROE,LPA,Liq.2meses,Pat.Liq,Div.Brut/Pat.,Cresc.5anos,avg_return,volatility,cumulative_return,sharpe_ratio,Earn. Yield
JHSF3,3.75,4.12,0.48,1.636,9.89%,0.205,1.3,4.48,-0.95,9.33,8.38,36.48%,43.22%,1.92,5.06%,11.73%,0.9101941747572815,4.12,5265410000.0,0.75,7.46%,0.1102147012325158,0.0304605066038274,0.8750000000000144,0.3096410139808017,24.271844660194173
EQTL3,27.67,15.56,1.35,0.786,1.49%,0.308,4.0,3.51,-0.62,7.72,6.37,22.38%,7.40%,1.47,10.10%,8.65%,1.7782776349614395,15.56,25676500000.0,2.01,25.96%,0.1042239658001478,0.0186989524366896,0.8149868834131975,0.2416712880549226,6.426735218508997
CMIG3,14.61,5.22,1.49,1.083,6.92%,0.664,61.74,5.64,-2.24,6.65,5.62,19.21%,20.74%,1.04,13.93%,28.53%,2.7988505747126435,5.22,28060000000.0,0.5,11.01%,0.1040641489371911,0.024052958536111,0.8134080965336656,0.2655081796801216,19.157088122605366
POMO4,7.69,7.54,2.26,1.095,7.17%,0.974,3.69,6.9,24.78,7.78,6.86,15.88%,14.74%,1.78,19.92%,29.91%,1.0198938992042441,7.54,3874740000.0,0.74,23.77%,0.0985294321572458,0.027436101735326,0.7594340662380794,0.2718782701032194,13.262599469496022
EUCA3,16.5,3.88,0.59,0.552,4.05%,0.34,1.83,4.02,-7.32,5.46,3.24,13.73%,14.23%,1.97,9.64%,15.24%,4.252577319587629,3.88,2584630000.0,0.32,12.42%,0.0961706537380246,0.0661973489083187,0.7368421052631555,0.4169612796096236,25.773195876288657
UNIP3,46.06,12.31,1.89,1.174,8.14%,0.687,2.57,12.15,-4.47,13.27,7.89,9.66%,9.58%,2.26,8.77%,15.33%,3.7416734362307067,12.31,2762980000.0,1.01,5.31%,0.0957323830041745,0.0212521642494621,0.7326711877966547,0.2275527078699351,8.123476848090982
PTNT4,5.68,9.96,0.68,0.349,4.77%,0.264,0.7,10.43,4.76,14.46,6.31,3.34%,5.30%,2.84,3.98%,6.85%,0.5702811244979918,9.96,400258000.0,1.02,9.35%,0.0952224494232045,0.0268939264582197,0.727828785419923,0.2573075547692561,10.04016064257028
UNIP6,45.63,12.19,1.87,1.163,9.03%,0.681,2.55,12.03,-4.43,13.15,7.82,9.66%,9.58%,2.26,8.77%,15.33%,3.743232157506153,12.19,2762980000.0,1.01,5.31%,0.0946910739005568,0.0260332952388025,0.7227947765697158,0.2538394103555958,8.203445447087777
CLSC3,79.24,4.53,0.9,0.293,3.61%,0.228,3.04,2.68,-0.53,5.31,4.1,10.92%,6.46%,1.31,10.22%,19.94%,17.492273730684325,4.53,3382980000.0,1.28,4.09%,0.0946714020285717,0.020683211167052,0.7226086492123824,0.2203982016149502,22.075055187637968
ORVR3,38.21,19.82,4.04,3.635,0.00%,0.953,5.68,14.16,-2.38,19.64,12.08,25.67%,20.06%,2.0,8.65%,20.40%,1.927850655903128,19.82,784105000.0,2.42,30.93%,0.0946392314026878,0.021604779519793,0.7223042997871663,0.3707837259627786,5.045408678102926
